"rank","title","price","rating","link","SKU","image_link"
"#74","Sony WH-CH520 Wireless Bluetooth On-Ear with Mic for Phone Call, Cream","SAR 150.99","4.3","https://www.amazon.sa//-/en/Sony-WH-CH520-Wireless-Bluetooth-Phone/dp/B0BSGQL41X/ref=zg_bs_g_electronics_d_sccl_24/262-0166267-2854325?psc=1","B0BSGQL41X","https://images-eu.ssl-images-amazon.com/images/I/41T0B5kzeAL._AC_UL600_SR600,400_.jpg"
"#75","Redragon GS560 Adiemus RGB Desktop Soundbar, 2.0 Channel Computer Speaker with Dynamic Lighting Bar Audio-Light Sync/Display, Touch-Control Backlit with Volume Knob, USB Powered w/ 3.5mm Cable","SAR 107.00","4.3","https://www.amazon.sa//-/en/Redragon-GS560-Soundbar-Audio-Light-Touch-Control/dp/B08X6LYPHK/ref=zg_bs_g_electronics_d_sccl_25/262-0166267-2854325?psc=1","B08X6LYPHK","https://images-eu.ssl-images-amazon.com/images/I/61WltEBabEL._AC_UL600_SR600,400_.jpg"
"#76","Xiaomi Box S (2nd Gen) 4K UHD 2023 Google TV Box Streaming Media Player with 2GB RAM 8GB ROM, Dual 2.4G/5G WiFi, Bluetooth 5.2, Dolby Audio, DTS-HD, Dolby Vision, HDR10+","SAR 209.00","4.2","https://www.amazon.sa//-/en/Xiaomi-Box-2nd-Gen-TV/dp/B0BZC43HX8/ref=zg_bs_g_electronics_d_sccl_26/262-0166267-2854325?psc=1","B0BZC43HX8","https://images-eu.ssl-images-amazon.com/images/I/61BEpAFZPxL._AC_UL600_SR600,400_.jpg"
"#77","HUAWEI Band 8 Smart Watch, Ultra-thin Design, Scientific Sleeping Tracking, 2-week battery life, Compatible with Android & iOS, 24/7 Health Management, Pink","SAR 119.00","4.7","https://www.amazon.sa//-/en/HUAWEI-Ultra-thin-Scientific-Compatible-Management/dp/B0BZY41481/ref=zg_bs_g_electronics_d_sccl_27/262-0166267-2854325?psc=1","B0BZY41481","https://images-eu.ssl-images-amazon.com/images/I/51HOW+aTHgL._AC_UL600_SR600,400_.jpg"
"#78","UGREEN 6-in-1 Power Strip Surge Protector Extension Plug Multiple 3 AC Outlet Sockets, USB C Fast Charger 3 USB Ports, Triple UK Plug Extender USB Charging Station for Kitchen, Home Office Accessories","SAR 79.20","4.6","https://www.amazon.sa//-/en/UGREEN-Protector-Extension-Multiple-Accessories/dp/B0C7C8WVBW/ref=zg_bs_g_electronics_d_sccl_28/262-0166267-2854325?psc=1","B0C7C8WVBW","https://images-eu.ssl-images-amazon.com/images/I/51vIvtmx7lL._AC_UL600_SR600,400_.jpg"
"#79","HP 305 Black Original Ink Cartridge - 3YM61AE","SAR 51.52","4.3","https://www.amazon.sa//-/en/HP-305-Black-Original-Cartridge/dp/B08FGMNGXK/ref=zg_bs_g_electronics_d_sccl_29/262-0166267-2854325?psc=1","B08FGMNGXK","https://images-eu.ssl-images-amazon.com/images/I/617vEWJF9dL._AC_UL600_SR600,400_.jpg"
"#80","Sandisk Ultra 64Gb Microsdxc Uhs-1 Card 100Mb/S Sdsqunr-064G-Gn3Mn","SAR 21.00","4.6","https://www.amazon.sa//-/en/Sandisk-Ultra-Microsdxc-Uhs-1-Sdsqunr-064G-Gn3Mn/dp/B08HYFSXKW/ref=zg_bs_g_electronics_d_sccl_30/262-0166267-2854325?psc=1","B08HYFSXKW","https://images-eu.ssl-images-amazon.com/images/I/51T2Um0+IxS._AC_UL600_SR600,400_.jpg"
"#81","Panasonic General Purpose AA Battery (60 Pieces)","SAR 39.90","4.3","https://www.amazon.sa//-/en/Panasonic-General-Purpose-AA-Battery/dp/B081TL1C9B/ref=zg_bs_g_electronics_d_sccl_81/262-0166267-2854325?psc=1","B081TL1C9B","https://images-eu.ssl-images-amazon.com/images/I/61nneKJ0DnL._AC_UL300_SR300,200_.jpg"
"#82","Sony MDR-EX14AP Wired in Ear Headphone with Mic (Black)","SAR 20.00","4.1","https://www.amazon.sa//-/en/Sony-MDR-EX14AP-Wired-Headphone-Black/dp/B075Z25PQK/ref=zg_bs_g_electronics_d_sccl_82/262-0166267-2854325?psc=1","B075Z25PQK","https://images-eu.ssl-images-amazon.com/images/I/61cml4ByWFL._AC_UL300_SR300,200_.jpg"
"#83","New Apple AirTag 4 Pack","SAR 399.00","4.6","https://www.amazon.sa//-/en/New-Apple-AirTag-4-Pack/dp/B093Z293ZN/ref=zg_bs_g_electronics_d_sccl_83/262-0166267-2854325?psc=1","B093Z293ZN","https://images-eu.ssl-images-amazon.com/images/I/71gY9E+cTaS._AC_UL300_SR300,200_.jpg"
"#84","Anker USB C Charger, 20W Fast Charger, PowerPort III 20W Cube Charger for iPhone 12/12 mini/12 Pro/12 Pro Max/11, Galaxy, Pixel 4/3, iPad Pro and More (Cable Not Included)","SAR 35.00","4.6","https://www.amazon.sa//-/en/Anker-Charger-PowerPort-iPhone-Included/dp/B095GVNJJR/ref=zg_bs_g_electronics_d_sccl_84/262-0166267-2854325?psc=1","B095GVNJJR","https://images-eu.ssl-images-amazon.com/images/I/51rG00JKIbL._AC_UL300_SR300,200_.jpg"
"#85","Samsung Galaxy S23 Ultra, 256GB Storage, 12GB RAM, Green, KSA Version, 5G Mobile Phone, Dual SIM, Android Smartphone, 2 Year Manufacturer Warranty","SAR 3,183.00","4.5","https://www.amazon.sa//-/en/Samsung-Storage-Smartphone-Manufacturer-Warranty/dp/B0BSLF1ZN4/ref=zg_bs_g_electronics_d_sccl_85/262-0166267-2854325?psc=1","B0BSLF1ZN4","https://images-eu.ssl-images-amazon.com/images/I/71lMeBh52wL._AC_UL300_SR300,200_.jpg"
"#86","Amazon Basics 100 Pack AA High-Performance Alkaline Batteries, 10-Year Shelf Life, Easy to Open Value Pack","SAR 79.90","4.5","https://www.amazon.sa//-/en/Amazon-Basics-High-Performance-Alkaline-Batteries/dp/B01B8R6PF2/ref=zg_bs_g_electronics_d_sccl_86/262-0166267-2854325?psc=1","B01B8R6PF2","https://images-eu.ssl-images-amazon.com/images/I/810tTum1FaL._AC_UL300_SR300,200_.jpg"
"#87","UGREEN 130W Super Fast Car Charger Fast Charging 3-Port USB Car Power Adapter With 100W USB C Cable Car Fast Charger Plug for Samsung S24 Series, Steam Deck, Macbook, Laptops, Tablets, iPhone, Huawei","SAR 139.30","4.5","https://www.amazon.sa//-/en/UGREEN-Charger-Charging-Adapter-Samsung/dp/B0B3CSLPZR/ref=zg_bs_g_electronics_d_sccl_87/262-0166267-2854325?psc=1","B0B3CSLPZR","https://images-eu.ssl-images-amazon.com/images/I/61ic9okRBEL._AC_UL300_SR300,200_.jpg"
"#88","UGREEN iPhone 15 Pro Max Screen Protector 6.7"" HD Clear [Easy Installation Frame] [Military-Grade Protection] Not All-coverage Case Friendly, Anti-Fingerprint, Bubble Free for iPhone 15 Pro Max -2Pack","SAR 33.99","4.4","https://www.amazon.sa//-/en/UGREEN-Installation-Military-Grade-All-coverage-Anti-Fingerprint/dp/B0CBJZMX5H/ref=zg_bs_g_electronics_d_sccl_88/262-0166267-2854325?psc=1","B0CBJZMX5H","https://images-eu.ssl-images-amazon.com/images/I/718R-bD1kYL._AC_UL300_SR300,200_.jpg"
"#89","eufy 2K Cam Pan Tilt, Home Security Indoor Camera, with Voice Assistants, Motion Tracking, Night Vision, MicroSD Card Required","SAR 143.00","4.6","https://www.amazon.sa//-/en/Security-Assistants-Tracking-MicroSD-Required/dp/B086KZ8X6S/ref=zg_bs_g_electronics_d_sccl_89/262-0166267-2854325?psc=1","B086KZ8X6S","https://images-eu.ssl-images-amazon.com/images/I/512cKnr8XgL._AC_UL300_SR300,200_.jpg"
"#90","LENCENT Multi Plug Extension Socket with USB, 3 Way Electrical Outlet Extender with 2 USB, Wall Charger, Universal Plug Adapter, Charging Station for Home, Office, Kitchen, Individually Switched","SAR 50.36","4.6","https://www.amazon.sa//-/en/LENCENT-Extension-Electrical-Universal-Individually/dp/B09KNRM6TL/ref=zg_bs_g_electronics_d_sccl_90/262-0166267-2854325?psc=1","B09KNRM6TL","https://images-eu.ssl-images-amazon.com/images/I/61aPdv-E+sL._AC_UL300_SR300,200_.jpg"
